"","Roger Federer","Pete Sampras","Ivan Lendl","Jimmy Connors","Novak Djokovic","John McEnroe","Rafael Nadal","Bjorn Borg","Andre Agassi","Lleyton Hewitt","Stefan Edberg","Jim Courier","Gustavo Kuerten","Andy Murray","Ilie Nastase","Mats Wilander","Andy Roddick","Boris Becker","Marat Safin","Juan Carlos Ferrero","John Newcombe","Yevgeny Kafelnikov","Thomas Muster","Marcelo Rios","Carlos Moya","Patrick Rafter"
"03/07/1994",NA,1,17,1012,NA,1181,NA,1155,31,NA,3,5,661,NA,NA,212,NA,14,NA,NA,NA,37,11,557,NA,46
"03/14/1994",NA,1,17,1012,NA,1181,NA,1155,31,NA,3,5,661,NA,NA,212,NA,14,NA,NA,NA,37,11,557,NA,46
"03/21/1994",NA,1,17,1065,NA,1176,NA,1176,19,NA,3,4,656,NA,NA,213,NA,14,NA,NA,NA,36,11,553,NA,31
"03/28/1994",NA,1,17,1067,NA,1179,NA,1179,19,NA,3,4,559,NA,NA,214,NA,14,NA,NA,NA,36,11,561,NA,31
"04/04/1994",NA,1,17,1057,NA,1169,NA,1169,18,NA,3,5,553,NA,NA,212,NA,14,NA,NA,NA,34,11,559,NA,30
"04/11/1994",NA,1,18,1055,NA,1167,NA,1167,20,NA,3,4,555,NA,NA,214,NA,13,NA,NA,NA,42,12,413,NA,26
"04/18/1994",NA,1,21,1047,NA,1157,NA,1157,20,NA,3,4,547,NA,NA,203,NA,13,NA,NA,NA,41,12,533,NA,25
"04/25/1994",NA,1,22,1047,NA,1158,NA,1158,20,NA,3,4,548,NA,NA,203,NA,12,NA,NA,NA,27,11,531,NA,25
"05/02/1994",NA,1,25,640,NA,1161,NA,1161,18,NA,3,4,547,NA,NA,191,NA,13,NA,NA,NA,29,10,530,NA,27
"05/09/1994",NA,1,28,651,NA,1171,NA,1171,20,NA,3,4,556,NA,NA,146,NA,13,NA,NA,NA,19,10,541,742,25
"05/16/1994",NA,1,28,661,NA,1171,NA,1171,19,NA,3,7,600,NA,NA,137,NA,10,NA,NA,NA,21,11,286,737,25
"05/23/1994",NA,1,28,664,NA,1175,NA,1175,19,NA,3,7,603,NA,NA,137,NA,10,NA,NA,NA,20,11,283,742,26
"05/30/1994",NA,1,28,664,NA,1175,NA,1175,19,NA,3,7,603,NA,NA,137,NA,10,NA,NA,NA,20,11,283,742,26
"06/06/1994",NA,1,28,668,NA,1183,NA,1183,18,NA,3,7,499,NA,NA,138,NA,10,NA,NA,NA,20,11,248,740,25
"06/13/1994",NA,1,28,668,NA,1196,NA,1196,17,NA,3,7,501,NA,NA,145,NA,10,NA,NA,NA,19,11,250,644,26
"06/20/1994",NA,1,29,667,NA,1193,NA,1193,18,NA,3,7,498,NA,NA,146,NA,10,NA,NA,NA,16,11,250,643,21
"06/27/1994",NA,1,29,667,NA,1193,NA,1193,18,NA,3,7,498,NA,NA,146,NA,10,NA,NA,NA,16,11,250,643,21
"07/04/1994",NA,1,29,678,NA,1196,NA,1196,20,NA,6,11,506,NA,NA,147,NA,9,NA,NA,NA,15,10,238,646,21
"07/11/1994",NA,1,30,682,NA,1185,NA,1185,20,NA,7,11,508,NA,NA,151,NA,9,NA,NA,NA,15,10,174,608,21
"07/18/1994",NA,1,30,677,NA,1194,NA,1194,20,NA,7,11,509,NA,NA,152,NA,9,NA,NA,NA,15,10,163,604,22
"07/25/1994",NA,1,30,671,NA,1177,NA,1177,20,NA,3,12,505,NA,NA,137,NA,9,NA,NA,NA,14,11,145,598,22
"08/01/1994",NA,1,31,682,NA,1195,NA,1195,15,NA,4,9,515,NA,NA,136,NA,11,NA,NA,NA,14,12,119,610,21
"08/08/1994",NA,1,29,690,NA,1216,NA,1216,13,NA,4,10,515,NA,NA,137,NA,8,NA,NA,NA,15,12,120,615,20
"08/15/1994",NA,1,29,685,NA,1205,NA,1205,18,NA,4,10,413,NA,NA,138,NA,8,NA,NA,NA,14,12,121,613,21
"08/22/1994",NA,1,29,681,NA,1210,NA,1210,20,NA,5,11,420,NA,NA,122,NA,7,NA,NA,NA,14,13,120,619,26
"08/29/1994",NA,1,30,683,NA,1210,NA,1210,20,NA,5,12,421,NA,NA,116,NA,7,NA,NA,NA,11,14,123,620,25
"09/05/1994",NA,1,30,683,NA,1210,NA,1210,20,NA,5,12,421,NA,NA,116,NA,7,NA,NA,NA,11,14,123,620,25
"09/12/1994",NA,1,28,683,NA,1220,NA,1220,9,NA,5,13,403,NA,NA,127,NA,7,NA,NA,NA,12,15,115,364,24
"09/19/1994",NA,1,28,692,NA,1230,NA,1230,9,NA,5,14,440,NA,NA,125,NA,7,NA,NA,NA,12,15,115,359,23
"09/26/1994",NA,1,28,688,NA,1232,NA,1232,10,NA,5,14,437,NA,NA,125,NA,7,NA,NA,NA,12,15,113,357,23
"10/03/1994",NA,1,29,688,NA,1230,NA,1230,10,NA,5,14,436,NA,NA,125,NA,7,NA,NA,NA,13,15,112,356,22
"10/10/1994",NA,1,29,679,NA,1223,NA,1223,10,NA,5,14,428,NA,NA,125,NA,6,NA,NA,NA,12,15,111,353,22
"10/17/1994",NA,1,53,685,NA,1238,NA,1238,10,NA,5,14,430,NA,NA,126,NA,6,NA,NA,NA,12,15,111,349,23
"10/24/1994",NA,1,51,677,NA,1239,NA,1239,8,NA,5,14,429,NA,NA,124,NA,6,NA,NA,NA,13,16,111,349,22
"10/31/1994",NA,1,53,680,NA,1238,NA,1238,7,NA,6,14,430,NA,NA,124,NA,3,NA,NA,NA,11,15,109,350,21
"11/07/1994",NA,1,52,676,NA,1224,NA,1224,2,NA,9,13,427,NA,NA,126,NA,3,NA,NA,NA,11,16,106,350,20
"11/14/1994",NA,1,54,672,NA,1212,NA,NA,2,NA,8,13,423,NA,NA,125,NA,5,NA,NA,NA,11,16,107,347,21
"11/21/1994",NA,1,54,680,NA,1212,NA,NA,2,NA,7,13,421,NA,NA,126,NA,3,NA,NA,NA,11,16,107,346,21
"11/28/1994",NA,1,54,673,NA,1209,NA,NA,2,NA,7,13,418,NA,NA,127,NA,3,NA,NA,NA,11,16,106,341,21
"12/05/1994",NA,1,54,673,NA,1209,NA,NA,2,NA,7,13,418,NA,NA,127,NA,3,NA,NA,NA,11,16,106,341,21
"12/12/1994",NA,1,54,671,NA,1218,NA,NA,2,NA,7,13,371,NA,NA,127,NA,3,NA,NA,NA,11,16,103,346,20
"12/19/1994",NA,1,55,672,NA,1219,NA,NA,2,NA,7,13,371,NA,NA,129,NA,3,NA,NA,NA,11,16,107,347,20
"12/26/1994",NA,1,55,672,NA,1219,NA,NA,2,NA,7,13,371,NA,NA,129,NA,3,NA,NA,NA,11,16,107,347,20
"01/02/1995",NA,1,55,672,NA,1219,NA,NA,2,NA,7,13,371,NA,NA,129,NA,3,NA,NA,NA,11,16,107,347,20
"01/09/1995",NA,1,55,671,NA,1218,NA,NA,2,NA,7,11,374,NA,NA,129,NA,3,NA,NA,NA,12,16,102,348,21
"01/16/1995",NA,1,71,671,NA,1216,NA,NA,2,NA,7,11,374,NA,NA,127,NA,3,NA,NA,NA,12,16,99,348,21
"01/23/1995",NA,1,71,671,NA,1216,NA,NA,2,NA,7,11,374,NA,NA,127,NA,3,NA,NA,NA,12,16,99,348,21
"01/30/1995",NA,1,88,672,NA,1211,NA,NA,2,NA,9,12,375,NA,NA,142,NA,3,NA,NA,NA,10,18,103,350,21
"02/06/1995",NA,1,100,679,NA,1216,NA,NA,2,NA,9,11,376,NA,NA,144,NA,3,NA,NA,NA,10,18,99,351,21
"02/13/1995",NA,1,101,676,NA,1214,NA,NA,2,NA,9,12,373,NA,NA,141,NA,3,NA,NA,NA,10,18,98,350,21
"02/20/1995",NA,1,112,689,NA,1219,NA,NA,2,NA,14,12,375,NA,NA,141,NA,3,NA,NA,NA,8,18,96,352,20
"02/27/1995",NA,1,111,690,NA,NA,NA,NA,2,NA,15,13,375,NA,NA,140,NA,3,NA,NA,NA,7,19,97,349,20
"03/06/1995",NA,1,112,689,NA,NA,NA,NA,2,NA,16,11,378,NA,NA,138,NA,3,NA,NA,NA,9,18,100,335,22
"03/13/1995",NA,1,114,689,NA,NA,NA,NA,2,NA,15,11,379,NA,NA,128,NA,3,NA,NA,NA,9,17,81,337,21
"03/20/1995",NA,1,114,689,NA,NA,NA,NA,2,NA,15,11,379,NA,NA,128,NA,3,NA,NA,NA,9,17,81,337,21
"03/27/1995",NA,1,116,694,NA,NA,NA,NA,2,NA,16,15,402,NA,NA,97,NA,3,NA,NA,NA,6,17,77,335,26
"04/03/1995",NA,1,115,694,NA,NA,NA,NA,2,NA,16,15,397,NA,NA,92,NA,3,NA,NA,NA,6,17,73,316,26
"04/10/1995",NA,2,130,693,NA,NA,NA,NA,1,NA,16,15,396,NA,NA,95,NA,3,NA,NA,NA,5,17,74,315,28
"04/17/1995",NA,2,153,691,NA,NA,NA,NA,1,NA,17,12,402,NA,NA,96,NA,3,NA,NA,NA,4,13,67,318,39
"04/24/1995",NA,2,154,684,NA,NA,NA,NA,1,NA,17,12,400,NA,NA,100,NA,3,NA,NA,NA,5,13,63,317,41
"05/01/1995",NA,2,176,NA,NA,NA,NA,NA,1,NA,17,13,392,NA,NA,107,NA,3,NA,NA,NA,5,9,65,316,39
"05/08/1995",NA,2,174,NA,NA,NA,NA,NA,1,NA,17,13,387,NA,NA,107,NA,3,NA,NA,NA,9,10,62,331,39
"05/15/1995",NA,2,195,NA,NA,NA,NA,NA,1,NA,17,13,385,NA,NA,109,NA,3,NA,NA,NA,9,10,67,331,37
"05/22/1995",NA,2,196,NA,NA,NA,NA,NA,1,NA,17,13,388,NA,NA,109,NA,3,NA,NA,NA,9,5,69,331,38
"05/29/1995",NA,2,197,NA,NA,NA,NA,NA,1,NA,17,13,394,NA,NA,107,NA,3,NA,NA,NA,9,5,48,309,38
"06/05/1995",NA,2,197,NA,NA,NA,NA,NA,1,NA,17,13,394,NA,NA,107,NA,3,NA,NA,NA,9,5,48,309,38
"06/12/1995",NA,2,195,NA,NA,NA,NA,NA,1,NA,15,13,296,NA,NA,102,NA,4,NA,NA,NA,7,3,45,319,39
"06/19/1995",NA,2,197,NA,NA,NA,NA,NA,1,NA,16,14,278,NA,NA,101,NA,3,NA,NA,NA,7,4,46,277,60
"06/26/1995",NA,2,199,428,NA,NA,NA,NA,1,NA,16,14,279,NA,NA,101,NA,4,NA,NA,NA,7,3,49,214,63
"07/03/1995",NA,2,199,428,NA,NA,NA,NA,1,NA,16,14,279,NA,NA,101,NA,4,NA,NA,NA,7,3,49,214,63
"07/10/1995",NA,2,196,423,NA,NA,NA,NA,1,NA,16,14,265,NA,NA,90,NA,3,NA,NA,NA,7,4,55,153,60
"07/17/1995",NA,2,199,429,NA,NA,NA,NA,1,NA,16,14,266,NA,NA,92,NA,3,NA,NA,NA,6,4,53,156,64
"07/24/1995",NA,2,226,429,NA,NA,NA,NA,1,NA,15,13,269,NA,NA,102,NA,4,NA,NA,NA,6,3,57,136,49
"07/31/1995",NA,2,295,431,NA,NA,NA,NA,1,NA,15,14,274,NA,NA,59,NA,4,NA,NA,NA,6,3,38,137,48
"08/07/1995",NA,2,298,425,NA,NA,NA,NA,1,NA,16,15,252,NA,NA,61,NA,4,NA,NA,NA,6,3,38,128,48
"08/14/1995",NA,2,369,422,NA,NA,NA,NA,1,NA,19,15,275,NA,NA,61,NA,4,NA,NA,NA,6,3,38,127,42
"08/21/1995",NA,2,526,416,NA,NA,NA,NA,1,NA,20,15,270,NA,NA,48,NA,4,NA,NA,NA,7,3,34,129,45
"08/28/1995",NA,2,667,416,NA,NA,NA,NA,1,NA,19,15,270,NA,NA,48,NA,4,NA,NA,NA,7,3,34,126,43
"09/04/1995",NA,2,667,416,NA,NA,NA,NA,1,NA,19,15,270,NA,NA,48,NA,4,NA,NA,NA,7,3,34,126,43
"09/11/1995",NA,2,NA,414,NA,NA,NA,NA,1,NA,19,11,245,NA,NA,47,NA,4,NA,NA,NA,7,3,38,138,45
"09/18/1995",NA,2,NA,412,NA,NA,NA,NA,1,NA,20,9,232,NA,NA,50,NA,4,NA,NA,NA,6,3,33,115,46
"09/25/1995",NA,2,NA,414,NA,NA,NA,NA,1,NA,20,9,210,NA,NA,50,NA,4,NA,NA,NA,6,3,33,91,46
"10/02/1995",NA,2,NA,412,NA,NA,NA,NA,1,NA,19,8,209,NA,NA,49,NA,4,NA,NA,NA,6,3,32,93,45
"10/09/1995",NA,2,NA,413,NA,NA,NA,NA,1,NA,20,8,192,NA,NA,47,NA,4,NA,NA,NA,6,3,27,91,57
"10/16/1995",NA,2,NA,411,NA,NA,NA,NA,1,NA,23,7,191,NA,NA,47,NA,4,NA,NA,NA,6,3,27,94,57
"10/23/1995",NA,2,NA,408,NA,NA,NA,NA,1,NA,23,8,186,NA,NA,46,NA,4,NA,NA,NA,6,3,26,96,57
"10/30/1995",NA,2,NA,411,NA,NA,NA,NA,1,NA,23,7,186,NA,NA,51,NA,5,NA,NA,NA,6,3,25,96,58
"11/06/1995",NA,1,NA,418,NA,NA,NA,NA,2,NA,23,7,189,NA,NA,50,NA,4,NA,NA,NA,6,3,24,89,60
"11/13/1995",NA,1,NA,422,NA,NA,NA,NA,2,NA,23,7,188,NA,NA,46,NA,5,NA,NA,NA,6,3,25,65,68
"11/20/1995",NA,1,NA,420,NA,NA,NA,NA,2,NA,23,8,187,NA,NA,45,NA,4,NA,NA,NA,6,3,25,63,68
"11/27/1995",NA,1,NA,427,NA,NA,NA,NA,2,NA,23,8,182,NA,NA,46,NA,4,NA,NA,NA,6,3,25,61,68
"12/04/1995",NA,1,NA,430,NA,NA,NA,NA,2,NA,23,8,182,NA,NA,46,NA,4,NA,NA,NA,6,3,25,61,68
"12/11/1995",NA,1,NA,430,NA,NA,NA,NA,2,NA,23,8,182,NA,NA,46,NA,4,NA,NA,NA,6,3,25,61,68
"12/18/1995",NA,1,NA,419,NA,NA,NA,NA,2,NA,23,8,188,NA,NA,46,NA,4,NA,NA,NA,6,3,25,61,66
"12/25/1995",NA,1,NA,419,NA,NA,NA,NA,2,NA,23,8,188,NA,NA,46,NA,4,NA,NA,NA,6,3,25,61,66
"01/01/1996",NA,1,NA,419,NA,NA,NA,NA,2,NA,23,8,188,NA,NA,46,NA,4,NA,NA,NA,6,3,25,61,66
"01/08/1996",NA,1,NA,421,NA,NA,NA,NA,2,NA,30,8,190,NA,NA,49,NA,4,NA,NA,NA,6,3,24,60,71
"01/15/1996",NA,1,NA,421,NA,NA,NA,NA,2,NA,31,8,189,NA,NA,50,NA,4,NA,NA,NA,6,3,23,64,70
"01/22/1996",NA,1,NA,421,NA,NA,NA,NA,2,NA,31,8,189,NA,NA,50,NA,4,NA,NA,NA,6,3,23,64,70
"01/29/1996",NA,3,NA,420,NA,NA,NA,NA,1,NA,36,8,188,NA,NA,50,NA,4,NA,NA,NA,6,2,24,64,74
"02/05/1996",NA,3,NA,422,NA,NA,NA,NA,1,NA,36,8,193,NA,NA,51,NA,4,NA,NA,NA,6,2,24,67,75
"02/12/1996",NA,2,NA,423,NA,NA,NA,NA,3,NA,33,8,190,NA,NA,49,NA,4,NA,NA,NA,6,1,24,66,75
"02/19/1996",NA,1,NA,418,NA,NA,NA,NA,3,NA,33,8,187,NA,NA,53,NA,4,NA,NA,NA,7,2,23,62,76
"02/26/1996",NA,1,NA,418,NA,NA,NA,NA,3,NA,31,7,185,NA,NA,54,NA,4,NA,NA,NA,8,2,22,59,76
"03/04/1996",NA,1,NA,422,NA,NA,NA,NA,3,NA,39,7,184,NA,NA,54,NA,4,NA,NA,NA,8,2,20,58,78
"03/11/1996",NA,2,NA,419,NA,NA,NA,NA,3,NA,55,8,173,NA,NA,63,NA,4,NA,NA,NA,7,1,20,58,85
"03/18/1996",NA,2,NA,423,NA,NA,NA,NA,3,NA,52,8,173,NA,NA,66,NA,5,NA,NA,NA,7,1,15,61,87
"03/25/1996",NA,2,NA,423,NA,NA,NA,NA,3,NA,52,8,173,NA,NA,66,NA,5,NA,NA,NA,7,1,15,61,87
"04/01/1996",NA,2,NA,414,NA,NA,NA,NA,3,NA,50,7,169,NA,NA,85,NA,5,NA,NA,NA,8,1,16,57,89
"04/08/1996",NA,2,NA,423,NA,NA,NA,NA,3,NA,49,7,169,NA,NA,85,NA,5,NA,NA,NA,8,1,15,57,89
"04/15/1996",NA,1,NA,423,NA,NA,NA,NA,3,NA,50,9,169,NA,NA,85,NA,5,NA,NA,NA,7,2,16,55,87
"04/22/1996",NA,1,NA,421,NA,NA,NA,NA,3,NA,52,9,171,NA,NA,78,NA,5,NA,NA,NA,8,2,13,40,88
"04/29/1996",NA,1,NA,413,NA,NA,NA,NA,3,NA,49,9,150,NA,NA,80,NA,5,NA,NA,NA,8,2,11,40,87
"05/06/1996",NA,1,NA,416,NA,NA,NA,NA,3,NA,53,9,141,NA,NA,85,NA,5,NA,NA,NA,7,2,11,24,86
"05/13/1996",NA,1,NA,418,NA,NA,NA,NA,3,NA,54,8,134,NA,NA,72,NA,5,NA,NA,NA,7,2,10,22,87
"05/20/1996",NA,1,NA,420,NA,NA,NA,NA,3,NA,47,8,132,NA,NA,70,NA,5,NA,NA,NA,7,2,10,20,86
"05/27/1996",NA,1,NA,414,NA,NA,NA,NA,3,NA,45,8,131,NA,NA,75,NA,5,NA,NA,NA,7,2,10,20,85
"06/03/1996",NA,1,NA,414,NA,NA,NA,NA,3,NA,45,8,131,NA,NA,75,NA,5,NA,NA,NA,7,2,10,20,85
"06/10/1996",NA,1,NA,412,NA,NA,NA,NA,3,NA,26,8,133,NA,NA,74,NA,4,NA,NA,NA,5,2,10,20,83
"06/17/1996",NA,1,NA,416,NA,NA,NA,NA,3,NA,20,8,135,NA,NA,74,NA,4,NA,NA,NA,5,2,10,21,78
"06/24/1996",NA,1,NA,1215,NA,NA,NA,NA,3,NA,22,8,121,NA,NA,74,NA,4,NA,NA,NA,5,2,10,23,77
"07/01/1996",NA,1,NA,1215,NA,NA,NA,NA,3,NA,22,8,121,NA,NA,74,NA,4,NA,NA,NA,5,2,10,23,77
"07/08/1996",NA,1,NA,1221,NA,NA,NA,NA,3,NA,23,9,123,NA,NA,77,NA,5,NA,NA,NA,4,2,11,25,63
"07/15/1996",NA,1,NA,1240,NA,NA,NA,NA,3,NA,20,9,120,NA,NA,77,NA,4,NA,NA,NA,6,2,11,27,61
"07/22/1996",NA,1,NA,1240,NA,NA,NA,NA,6,NA,28,9,115,NA,NA,76,NA,5,NA,NA,NA,4,2,12,29,65
"07/29/1996",NA,1,NA,1241,NA,NA,NA,NA,7,NA,27,9,114,NA,NA,115,NA,5,NA,NA,NA,4,2,12,29,65
"08/05/1996",NA,1,NA,1267,NA,NA,NA,NA,7,NA,27,9,116,NA,NA,114,NA,5,NA,NA,NA,4,2,11,29,68
"08/12/1996",NA,1,NA,1272,NA,NA,NA,NA,6,NA,26,9,115,NA,NA,117,NA,5,NA,NA,NA,4,2,11,29,72
"08/19/1996",NA,1,NA,1291,NA,NA,NA,NA,8,NA,28,9,107,NA,NA,175,NA,5,NA,NA,NA,4,2,11,22,70
"08/26/1996",NA,1,NA,1298,NA,NA,NA,NA,9,NA,28,10,93,NA,NA,174,NA,4,NA,NA,NA,5,2,11,21,52
"09/02/1996",NA,1,NA,1298,NA,NA,NA,NA,9,NA,28,10,93,NA,NA,174,NA,4,NA,NA,NA,5,2,11,21,52
"09/09/1996",NA,1,NA,1299,NA,NA,NA,NA,9,NA,18,11,95,NA,NA,192,NA,6,585,NA,NA,5,3,10,24,54
"09/16/1996",NA,1,NA,1295,NA,NA,NA,NA,9,NA,19,11,94,NA,NA,193,NA,6,578,NA,NA,5,3,10,22,52
"09/23/1996",NA,1,NA,1311,NA,NA,NA,NA,9,NA,19,11,102,NA,NA,195,NA,6,585,NA,NA,5,3,10,25,52
"09/30/1996",NA,1,NA,1311,NA,NA,NA,NA,9,NA,20,14,102,NA,NA,196,NA,7,585,NA,NA,5,3,10,25,56
"10/07/1996",NA,1,NA,1322,NA,NA,NA,NA,9,NA,21,15,105,NA,NA,194,NA,7,439,NA,NA,4,3,10,22,54
"10/14/1996",NA,1,NA,1308,NA,NA,NA,NA,9,NA,18,15,102,NA,NA,192,NA,6,439,NA,NA,4,3,10,24,61
"10/21/1996",NA,1,NA,1306,NA,NA,NA,NA,9,NA,17,15,102,NA,NA,193,NA,6,439,NA,NA,4,3,10,24,62
"10/28/1996",NA,1,NA,1303,NA,NA,NA,NA,8,NA,18,14,100,NA,NA,192,NA,3,438,NA,NA,4,6,10,24,62
"11/04/1996",NA,1,NA,1304,NA,NA,NA,NA,7,NA,14,25,99,NA,NA,192,NA,5,440,NA,NA,3,6,11,24,61
"11/11/1996",NA,1,NA,1289,NA,NA,NA,NA,7,NA,14,26,101,NA,NA,190,NA,6,436,NA,NA,3,5,11,29,62
"11/18/1996",NA,1,NA,1291,NA,NA,NA,NA,7,NA,14,26,88,NA,NA,191,NA,6,434,NA,NA,3,5,11,28,63
"11/25/1996",NA,1,NA,1294,NA,NA,NA,NA,8,NA,14,26,88,NA,NA,194,NA,6,441,NA,NA,3,5,11,28,62
"12/02/1996",NA,1,NA,1298,NA,NA,NA,NA,8,NA,14,26,88,NA,NA,192,NA,6,443,NA,NA,3,5,11,28,62
"12/09/1996",NA,1,NA,1302,NA,NA,NA,NA,8,NA,14,26,88,NA,NA,196,NA,6,446,NA,NA,3,5,11,28,62
"12/16/1996",NA,1,NA,1300,NA,NA,NA,NA,8,NA,14,26,88,NA,NA,196,NA,6,445,NA,NA,3,5,11,28,62
"12/23/1996",NA,1,NA,1300,NA,NA,NA,NA,8,NA,14,26,88,NA,NA,196,NA,6,445,NA,NA,3,5,11,28,62
"12/30/1996",NA,1,NA,1300,NA,NA,NA,NA,8,NA,14,26,88,NA,NA,196,NA,6,445,NA,NA,3,5,11,28,62
"01/06/1997",NA,1,NA,1299,NA,NA,NA,NA,8,NA,14,15,87,NA,NA,197,NA,6,444,NA,NA,4,5,11,28,63
"01/13/1997",NA,1,NA,1298,NA,NA,NA,NA,8,NA,15,16,89,NA,NA,198,NA,6,444,NA,NA,3,5,11,25,54
"01/20/1997",NA,1,NA,1298,NA,NA,NA,NA,8,NA,15,16,89,NA,NA,198,NA,6,444,NA,NA,3,5,11,25,54
"01/27/1997",NA,1,NA,1302,NA,NA,NA,NA,12,797,17,22,84,NA,NA,195,NA,13,445,NA,NA,5,3,7,9,63
"02/03/1997",NA,1,NA,1304,NA,NA,NA,NA,12,800,16,22,85,NA,NA,195,NA,13,443,NA,NA,5,3,7,9,64
"02/10/1997",NA,1,NA,1303,NA,NA,NA,NA,12,801,16,22,85,NA,NA,198,NA,13,443,NA,NA,5,3,7,9,63
"02/17/1997",NA,1,NA,1302,NA,NA,NA,NA,14,800,17,16,83,NA,NA,200,NA,11,443,NA,NA,5,2,6,10,61
"02/24/1997",NA,1,NA,1301,NA,NA,NA,NA,13,798,19,18,76,NA,NA,203,NA,12,446,NA,NA,4,2,6,10,60
"03/03/1997",NA,1,NA,1296,NA,NA,NA,NA,13,797,17,23,80,NA,NA,200,NA,12,448,NA,NA,4,2,6,10,43
"03/10/1997",NA,1,NA,1297,NA,NA,NA,NA,13,799,17,23,76,NA,NA,199,NA,12,450,NA,NA,4,2,7,9,42
"03/17/1997",NA,1,NA,1296,NA,NA,NA,NA,13,797,17,26,67,NA,NA,201,NA,11,447,NA,NA,4,2,9,8,42
"03/24/1997",NA,1,NA,1296,NA,NA,NA,NA,13,797,17,26,67,NA,NA,201,NA,11,447,NA,NA,4,2,9,8,42
"03/31/1997",NA,1,NA,1294,NA,NA,NA,NA,29,794,16,17,66,NA,NA,204,NA,11,423,NA,NA,4,2,9,8,43
"04/07/1997",NA,1,NA,1299,NA,NA,NA,NA,29,798,16,17,66,NA,NA,206,NA,11,425,NA,NA,4,2,9,8,43
"04/14/1997",NA,1,NA,1295,NA,NA,NA,NA,29,792,16,18,65,NA,NA,205,NA,11,421,NA,NA,4,2,9,8,39
"04/21/1997",NA,1,NA,1296,NA,NA,NA,NA,26,792,17,23,64,NA,NA,231,NA,12,422,NA,NA,4,2,10,8,34
"04/28/1997",NA,1,NA,1295,NA,NA,NA,NA,29,789,18,24,66,NA,NA,231,NA,12,418,NA,NA,4,3,8,7,32
"05/05/1997",NA,1,NA,NA,NA,NA,NA,NA,28,791,20,24,67,NA,NA,233,NA,13,421,NA,NA,4,3,7,9,34
"05/12/1997",NA,1,NA,NA,NA,NA,NA,NA,30,796,21,24,69,NA,NA,505,NA,13,420,NA,NA,4,3,9,8,35
"05/19/1997",NA,1,NA,NA,NA,NA,NA,NA,28,794,24,22,64,NA,NA,509,NA,12,421,NA,NA,3,5,7,10,33
"05/26/1997",NA,1,NA,NA,NA,NA,NA,NA,29,794,24,22,66,NA,NA,509,NA,11,424,NA,NA,3,5,10,9,25
"06/02/1997",NA,1,NA,NA,NA,NA,NA,NA,29,794,24,22,66,NA,NA,509,NA,11,424,NA,NA,3,5,10,9,25
"06/09/1997",NA,1,NA,NA,NA,NA,NA,NA,29,789,36,28,15,NA,NA,715,NA,13,430,956,NA,6,4,11,10,17
"06/16/1997",NA,1,NA,NA,NA,NA,NA,NA,29,793,48,28,12,NA,NA,716,NA,18,431,956,NA,5,4,10,11,17
"06/23/1997",NA,1,NA,NA,NA,NA,NA,NA,29,794,49,28,12,NA,NA,716,NA,18,430,960,NA,6,4,10,11,17
"06/30/1997",NA,1,NA,NA,NA,NA,NA,NA,29,794,49,28,12,NA,NA,716,NA,18,430,960,NA,6,4,10,11,17
"07/07/1997",NA,1,NA,NA,NA,NA,NA,NA,30,791,48,29,12,NA,NA,1233,NA,11,429,947,NA,5,4,9,10,18
"07/14/1997",NA,1,NA,NA,NA,NA,NA,NA,31,800,59,30,12,NA,NA,1248,NA,11,402,961,NA,5,4,8,10,16
"07/21/1997",NA,1,NA,NA,NA,NA,NA,NA,32,808,61,29,12,NA,NA,1252,NA,11,317,963,NA,6,5,9,10,19
"07/28/1997",NA,1,NA,NA,NA,NA,NA,NA,32,812,65,22,13,NA,NA,1258,NA,12,324,969,NA,7,5,9,10,19
"08/04/1997",NA,1,NA,NA,NA,NA,NA,NA,33,817,74,22,10,NA,NA,1263,NA,14,293,966,NA,6,4,11,9,19
"08/11/1997",NA,1,NA,NA,NA,NA,NA,NA,74,820,78,24,8,NA,NA,1267,NA,14,294,964,NA,6,4,10,9,18
"08/18/1997",NA,1,NA,NA,NA,NA,NA,NA,59,811,82,26,9,NA,NA,1334,NA,13,295,963,NA,3,5,10,8,14
"08/25/1997",NA,1,NA,NA,NA,NA,NA,NA,63,812,79,25,9,NA,NA,1340,NA,13,292,969,NA,3,5,10,6,14
"09/01/1997",NA,1,NA,NA,NA,NA,NA,NA,63,812,79,25,9,NA,NA,1340,NA,13,292,969,NA,3,5,10,6,14
"09/08/1997",NA,1,NA,NA,NA,NA,NA,NA,103,799,137,23,12,NA,NA,1336,NA,17,306,752,NA,4,6,8,5,3
"09/15/1997",NA,1,NA,NA,NA,NA,NA,NA,102,803,134,24,11,NA,NA,1333,NA,17,195,753,NA,4,12,7,5,3
"09/22/1997",803,1,NA,NA,NA,NA,NA,NA,101,808,134,24,11,NA,NA,1334,NA,17,196,756,NA,4,12,7,5,3
"09/29/1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10/06/1997",799,1,NA,NA,NA,NA,NA,NA,102,803,157,22,11,NA,NA,1354,NA,19,215,753,NA,6,12,8,5,3
"10/13/1997",800,1,NA,NA,NA,NA,NA,NA,102,804,231,21,11,NA,NA,NA,NA,22,216,755,NA,7,12,9,6,3
